2008,2,26,100000
2008,2,27,100867
2008,2,28,101120
2008,2,29,100699
2008,3,3,99283
2008,3,4,98041
2008,3,5,98041
2008,3,6,98041
2008,3,7,98041
2008,3,10,98041
2008,3,11,98041
2008,3,12,98041
2008,3,13,98041
2008,3,14,98041
2008,3,17,98041
2008,3,18,98041
2008,3,19,98041
2008,3,20,98041
2008,3,24,98041
2008,3,25,98041
2008,3,26,98041
2008,3,27,98041
2008,3,28,98041
2008,3,31,98041
2008,4,1,98041
2008,4,2,98134
2008,4,3,98175
2008,4,4,98166
2008,4,7,98178
2008,4,8,98200
2008,4,9,98200
2008,4,10,98200
2008,4,11,98200
2008,4,14,98200
2008,4,15,98200
2008,4,16,98200
2008,4,17,98200
2008,4,18,98200
2008,4,21,98498
2008,4,22,96902
2008,4,23,97645
2008,4,24,97210
2008,4,25,97328
2008,4,28,97313
2008,4,29,97301
2008,4,30,97308
2008,5,1,97317
2008,5,2,97467
2008,5,5,97742
2008,5,6,98438
2008,5,7,97688
2008,5,8,98075
2008,5,9,97465
2008,5,12,97772
2008,5,13,97844
2008,5,14,97844
2008,5,15,97844
2008,5,16,98062
2008,5,19,97773
2008,5,20,97689
2008,5,21,97163
2008,5,22,97377
2008,5,23,97017
2008,5,27,97185
2008,5,28,97185
2008,5,29,97185
2008,5,30,97185
2008,6,2,97185
2008,6,3,97185
2008,6,4,97185
2008,6,5,97185
2008,6,6,97185
2008,6,9,97185
2008,6,10,97185
2008,6,11,97185
2008,6,12,97185
2008,6,13,97185
2008,6,16,97185
2008,6,17,97185
2008,6,18,97185
2008,6,19,97185
2008,6,20,97185
2008,6,23,97185
2008,6,24,97185
2008,6,25,97185
2008,6,26,97185
2008,6,27,97185
2008,6,30,97185
2008,7,1,97185
2008,7,2,97185
2008,7,3,97185
2008,7,7,97185
2008,7,8,97185
2008,7,9,97185
2008,7,10,97185
2008,7,11,97185
2008,7,14,97185
2008,7,15,97185
2008,7,16,97185
2008,7,17,97185
2008,7,18,97185
2008,7,21,97185
2008,7,22,97185
2008,7,23,97185
2008,7,24,97185
2008,7,25,97185
2008,7,28,97185
2008,7,29,97185
2008,7,30,97185
2008,7,31,97187
2008,8,1,97127
2008,8,4,97127
2008,8,5,97215
2008,8,6,97220
2008,8,7,97176
2008,8,8,97355
2008,8,11,97511
2008,8,12,98099
2008,8,13,102027
2008,8,14,101202
2008,8,15,99967
2008,8,18,99587
2008,8,19,99587
2008,8,20,99587
2008,8,21,99587
2008,8,22,99587
2008,8,25,99587
2008,8,26,99587
2008,8,27,99587
2008,8,28,99587
2008,8,29,99587
2008,9,2,99587
2008,9,3,99587
2008,9,4,99587
2008,9,5,99587
2008,9,8,99587
2008,9,9,99587
2008,9,10,99587
2008,9,11,99587
2008,9,12,99587
2008,9,15,99587
2008,9,16,99587
2008,9,17,99587
2008,9,18,99587
2008,9,19,99587
2008,9,22,99587
2008,9,23,99587
2008,9,24,99587
2008,9,25,99587
2008,9,26,99587
2008,9,29,99587
2008,9,30,99587
2008,10,1,99587
2008,10,2,99587
2008,10,3,99587
2008,10,6,99587
2008,10,7,99587
2008,10,8,99587
2008,10,9,99587
2008,10,10,99587
2008,10,13,99587
2008,10,14,99587
2008,10,15,99587
2008,10,16,99587
2008,10,17,99587
2008,10,20,99587
2008,10,21,99587
2008,10,22,99587
2008,10,23,99587
2008,10,24,99587
2008,10,27,99587
2008,10,28,99587
2008,10,29,99587
2008,10,30,99587
2008,10,31,99587
2008,11,3,99587
2008,11,4,99587
2008,11,5,99587
2008,11,6,99587
2008,11,7,99587
2008,11,10,99587
2008,11,11,99587
2008,11,12,99587
2008,11,13,99587
2008,11,14,99587
2008,11,17,99587
2008,11,18,99587
2008,11,19,99587
2008,11,20,99587
2008,11,21,99587
2008,11,24,99587
2008,11,25,99587
2008,11,26,99587
2008,11,28,99587
2008,12,1,99587
2008,12,2,99587
2008,12,3,99587
2008,12,4,99587
2008,12,5,99587
2008,12,8,99587
2008,12,9,99587
2008,12,10,99587
2008,12,11,99587
2008,12,12,99587
2008,12,15,99587
2008,12,16,99587
2008,12,17,99587
2008,12,18,99587
2008,12,19,99587
2008,12,22,99587
2008,12,23,99587
2008,12,24,99587
2008,12,26,99587
2008,12,29,99587
2008,12,30,99587
2008,12,31,99587
2009,1,2,99587
2009,1,5,99587
2009,1,6,99587
2009,1,7,99633
2009,1,8,99705
2009,1,9,99713
2009,1,12,99462
2009,1,13,99583
2009,1,14,99583
2009,1,15,99583
2009,1,16,99583
2009,1,20,99583
2009,1,21,99583
2009,1,22,99583
2009,1,23,99583
2009,1,26,99583
2009,1,27,99583
2009,1,28,99583
2009,1,29,99583
2009,1,30,99583
2009,2,2,99583
2009,2,3,99583
2009,2,4,99583
2009,2,5,99583
2009,2,6,99583
2009,2,9,99583
2009,2,10,99583
2009,2,11,99583
2009,2,12,99583
2009,2,13,99583
2009,2,17,99583
2009,2,18,99583
2009,2,19,99583
2009,2,20,99583
2009,2,23,99583
2009,2,24,99583
2009,2,25,99583
2009,2,26,99583
2009,2,27,99583
2009,3,2,99583
2009,3,3,99583
2009,3,4,99583
2009,3,5,99583
2009,3,6,99583
2009,3,9,99583
2009,3,10,99583
2009,3,11,99583
2009,3,12,99583
2009,3,13,99583
2009,3,16,99583
2009,3,17,99583
2009,3,18,99583
2009,3,19,99568
2009,3,20,99565
2009,3,23,99676
2009,3,24,99681
2009,3,25,99668
2009,3,26,99668
2009,3,27,99668
2009,3,30,99668
2009,3,31,99668
2009,4,1,99668
2009,4,2,99668
2009,4,3,99668
2009,4,6,99668
2009,4,7,99668
